id,polygon,income,household_size,vehicles,number_of_workers
57,"POLYGON ((-9236398.193786947 4856906.8861134015, -9236418.193786947 4856926.8861134015, -9236438.193786947 4856906.8861134015, -9236398.193786947 4856906.8861134015, -9236438.193786947 4856906.8861134015, -9236438.193786947 4856876.8861134015, -9236423.193786947 4856876.8861134015, -9236423.193786947 4856891.8861134015, -9236413.193786947 4856891.8861134015, -9236413.193786947 4856876.8861134015, -9236423.193786947 4856876.8861134015, -9236398.193786947 4856876.8861134015, -9236398.193786947 4856906.8861134015))",41000,3,1,1
58,"POLYGON ((-9236324.749961725 4856918.597533178, -9236344.749961725 4856938.597533178, -9236364.749961725 4856918.597533178, -9236324.749961725 4856918.597533178, -9236364.749961725 4856918.597533178, -9236364.749961725 4856888.597533178, -9236349.749961725 4856888.597533178, -9236349.749961725 4856903.597533178, -9236339.749961725 4856903.597533178, -9236339.749961725 4856888.597533178, -9236349.749961725 4856888.597533178, -9236324.749961725 4856888.597533178, -9236324.749961725 4856918.597533178))",30000,1,1,0
59,"POLYGON ((-9236232.866395755 4856932.354550874, -9236252.866395755 4856952.354550874, -9236272.866395755 4856932.354550874, -9236232.866395755 4856932.354550874, -9236272.866395755 4856932.354550874, -9236272.866395755 4856902.354550874, -9236257.866395755 4856902.354550874, -9236257.866395755 4856917.354550874, -9236247.866395755 4856917.354550874, -9236247.866395755 4856902.354550874, -9236257.866395755 4856902.354550874, -9236232.866395755 4856902.354550874, -9236232.866395755 4856932.354550874))",159000,4,1,1
60,"POLYGON ((-9236170.674778111 4856928.075373552, -9236190.674778111 4856948.075373552, -9236210.674778111 4856928.075373552, -9236170.674778111 4856928.075373552, -9236210.674778111 4856928.075373552, -9236210.674778111 4856898.075373552, -9236195.674778111 4856898.075373552, -9236195.674778111 4856913.075373552, -9236185.674778111 4856913.075373552, -9236185.674778111 4856898.075373552, -9236195.674778111 4856898.075373552, -9236170.674778111 4856898.075373552, -9236170.674778111 4856928.075373552))",15000,4,4,2
61,"POLYGON ((-9236116.746318156 4856907.19642696, -9236136.746318156 4856927.19642696, -9236156.746318156 4856907.19642696, -9236116.746318156 4856907.19642696, -9236156.746318156 4856907.19642696, -9236156.746318156 4856877.19642696, -9236141.746318156 4856877.19642696, -9236141.746318156 4856892.19642696, -9236131.746318156 4856892.19642696, -9236131.746318156 4856877.19642696, -9236141.746318156 4856877.19642696, -9236116.746318156 4856877.19642696, -9236116.746318156 4856907.19642696))",38000,2,1,1
62,"POLYGON ((-9236104.17010281 4856798.7141414825, -9236124.17010281 4856818.7141414825, -9236144.17010281 4856798.7141414825, -9236104.17010281 4856798.7141414825, -9236144.17010281 4856798.7141414825, -9236144.17010281 4856768.7141414825, -9236129.17010281 4856768.7141414825, -9236129.17010281 4856783.7141414825, -9236119.17010281 4856783.7141414825, -9236119.17010281 4856768.7141414825, -9236129.17010281 4856768.7141414825, -9236104.17010281 4856768.7141414825, -9236104.17010281 4856798.7141414825))",173000,3,2,2
63,"POLYGON ((-9236153.643349783 4856725.387987621, -9236173.643349783 4856745.387987621, -9236193.643349783 4856725.387987621, -9236153.643349783 4856725.387987621, -9236193.643349783 4856725.387987621, -9236193.643349783 4856695.387987621, -9236178.643349783 4856695.387987621, -9236178.643349783 4856710.387987621, -9236168.643349783 4856710.387987621, -9236168.643349783 4856695.387987621, -9236178.643349783 4856695.387987621, -9236153.643349783 4856695.387987621, -9236153.643349783 4856725.387987621))",25000,3,1,1
64,"POLYGON ((-9236158.466653638 4856840.563389558, -9236178.466653638 4856860.563389558, -9236198.466653638 4856840.563389558, -9236158.466653638 4856840.563389558, -9236198.466653638 4856840.563389558, -9236198.466653638 4856810.563389558, -9236183.466653638 4856810.563389558, -9236183.466653638 4856825.563389558, -9236173.466653638 4856825.563389558, -9236173.466653638 4856810.563389558, -9236183.466653638 4856810.563389558, -9236158.466653638 4856810.563389558, -9236158.466653638 4856840.563389558))",78000,4,1,1
65,"POLYGON ((-9236150.143210314 4857066.051815295, -9236170.143210314 4857086.051815295, -9236190.143210314 4857066.051815295, -9236150.143210314 4857066.051815295, -9236190.143210314 4857066.051815295, -9236190.143210314 4857036.051815295, -9236175.143210314 4857036.051815295, -9236175.143210314 4857051.051815295, -9236165.143210314 4857051.051815295, -9236165.143210314 4857036.051815295, -9236175.143210314 4857036.051815295, -9236150.143210314 4857036.051815295, -9236150.143210314 4857066.051815295))",107000,3,2,2
66,"POLYGON ((-9236100.482716367 4857050.377220101, -9236120.482716367 4857070.377220101, -9236140.482716367 4857050.377220101, -9236100.482716367 4857050.377220101, -9236140.482716367 4857050.377220101, -9236140.482716367 4857020.377220101, -9236125.482716367 4857020.377220101, -9236125.482716367 4857035.377220101, -9236115.482716367 4857035.377220101, -9236115.482716367 4857020.377220101, -9236125.482716367 4857020.377220101, -9236100.482716367 4857020.377220101, -9236100.482716367 4857050.377220101))",15000,3,1,1
67,"POLYGON ((-9236113.10021005 4856995.611178177, -9236133.10021005 4857015.611178177, -9236153.10021005 4856995.611178177, -9236113.10021005 4856995.611178177, -9236153.10021005 4856995.611178177, -9236153.10021005 4856965.611178177, -9236138.10021005 4856965.611178177, -9236138.10021005 4856980.611178177, -9236128.10021005 4856980.611178177, -9236128.10021005 4856965.611178177, -9236138.10021005 4856965.611178177, -9236113.10021005 4856965.611178177, -9236113.10021005 4856995.611178177))",151000,1,1,1
68,"POLYGON ((-9236218.205297638 4856881.226385249, -9236238.205297638 4856901.226385249, -9236258.205297638 4856881.226385249, -9236218.205297638 4856881.226385249, -9236258.205297638 4856881.226385249, -9236258.205297638 4856851.226385249, -9236243.205297638 4856851.226385249, -9236243.205297638 4856866.226385249, -9236233.205297638 4856866.226385249, -9236233.205297638 4856851.226385249, -9236243.205297638 4856851.226385249, -9236218.205297638 4856851.226385249, -9236218.205297638 4856881.226385249))",47000,4,1,3
69,"POLYGON ((-9236017.727904301 4856904.2760734465, -9236037.727904301 4856924.2760734465, -9236057.727904301 4856904.2760734465, -9236017.727904301 4856904.2760734465, -9236057.727904301 4856904.2760734465, -9236057.727904301 4856874.2760734465, -9236042.727904301 4856874.2760734465, -9236042.727904301 4856889.2760734465, -9236032.727904301 4856889.2760734465, -9236032.727904301 4856874.2760734465, -9236042.727904301 4856874.2760734465, -9236017.727904301 4856874.2760734465, -9236017.727904301 4856904.2760734465))",44000,4,1,1
70,"POLYGON ((-9236155.543964716 4856997.770435738, -9236175.543964716 4857017.770435738, -9236195.543964716 4856997.770435738, -9236155.543964716 4856997.770435738, -9236195.543964716 4856997.770435738, -9236195.543964716 4856967.770435738, -9236180.543964716 4856967.770435738, -9236180.543964716 4856982.770435738, -9236170.543964716 4856982.770435738, -9236170.543964716 4856967.770435738, -9236180.543964716 4856967.770435738, -9236155.543964716 4856967.770435738, -9236155.543964716 4856997.770435738))",48000,1,0,0
71,"POLYGON ((-9236128.744136574 4857154.873173269, -9236148.744136574 4857174.873173269, -9236168.744136574 4857154.873173269, -9236128.744136574 4857154.873173269, -9236168.744136574 4857154.873173269, -9236168.744136574 4857124.873173269, -9236153.744136574 4857124.873173269, -9236153.744136574 4857139.873173269, -9236143.744136574 4857139.873173269, -9236143.744136574 4857124.873173269, -9236153.744136574 4857124.873173269, -9236128.744136574 4857124.873173269, -9236128.744136574 4857154.873173269))",30000,1,1,1
72,"POLYGON ((-9236084.431350091 4857120.245154354, -9236104.431350091 4857140.245154354, -9236124.431350091 4857120.245154354, -9236084.431350091 4857120.245154354, -9236124.431350091 4857120.245154354, -9236124.431350091 4857090.245154354, -9236109.431350091 4857090.245154354, -9236109.431350091 4857105.245154354, -9236099.431350091 4857105.245154354, -9236099.431350091 4857090.245154354, -9236109.431350091 4857090.245154354, -9236084.431350091 4857090.245154354, -9236084.431350091 4857120.245154354))",29000,3,2,1
73,"POLYGON ((-9236090.026032485 4857200.312227837, -9236110.026032485 4857220.312227837, -9236130.026032485 4857200.312227837, -9236090.026032485 4857200.312227837, -9236130.026032485 4857200.312227837, -9236130.026032485 4857170.312227837, -9236115.026032485 4857170.312227837, -9236115.026032485 4857185.312227837, -9236105.026032485 4857185.312227837, -9236105.026032485 4857170.312227837, -9236115.026032485 4857170.312227837, -9236090.026032485 4857170.312227837, -9236090.026032485 4857200.312227837))",32000,3,1,1
74,"POLYGON ((-9235936.799764998 4856845.949015678, -9235956.799764998 4856865.949015678, -9235976.799764998 4856845.949015678, -9235936.799764998 4856845.949015678, -9235976.799764998 4856845.949015678, -9235976.799764998 4856815.949015678, -9235961.799764998 4856815.949015678, -9235961.799764998 4856830.949015678, -9235951.799764998 4856830.949015678, -9235951.799764998 4856815.949015678, -9235961.799764998 4856815.949015678, -9235936.799764998 4856815.949015678, -9235936.799764998 4856845.949015678))",82000,4,1,0
75,"POLYGON ((-9235995.3541232 4856759.794525864, -9236015.3541232 4856779.794525864, -9236035.3541232 4856759.794525864, -9235995.3541232 4856759.794525864, -9236035.3541232 4856759.794525864, -9236035.3541232 4856729.794525864, -9236020.3541232 4856729.794525864, -9236020.3541232 4856744.794525864, -9236010.3541232 4856744.794525864, -9236010.3541232 4856729.794525864, -9236020.3541232 4856729.794525864, -9235995.3541232 4856729.794525864, -9235995.3541232 4856759.794525864))",47000,2,2,0
76,"POLYGON ((-9235982.907378118 4856987.699968044, -9236002.907378118 4857007.699968044, -9236022.907378118 4856987.699968044, -9235982.907378118 4856987.699968044, -9236022.907378118 4856987.699968044, -9236022.907378118 4856957.699968044, -9236007.907378118 4856957.699968044, -9236007.907378118 4856972.699968044, -9235997.907378118 4856972.699968044, -9235997.907378118 4856957.699968044, -9236007.907378118 4856957.699968044, -9235982.907378118 4856957.699968044, -9235982.907378118 4856987.699968044))",48000,4,0,1
77,"POLYGON ((-9235975.949283047 4856919.976315791, -9235995.949283047 4856939.976315791, -9236015.949283047 4856919.976315791, -9235975.949283047 4856919.976315791, -9236015.949283047 4856919.976315791, -9236015.949283047 4856889.976315791, -9236000.949283047 4856889.976315791, -9236000.949283047 4856904.976315791, -9235990.949283047 4856904.976315791, -9235990.949283047 4856889.976315791, -9236000.949283047 4856889.976315791, -9235975.949283047 4856889.976315791, -9235975.949283047 4856919.976315791))",44000,4,1,2
78,"POLYGON ((-9235933.16415528 4856729.638600381, -9235953.16415528 4856749.638600381, -9235973.16415528 4856729.638600381, -9235933.16415528 4856729.638600381, -9235973.16415528 4856729.638600381, -9235973.16415528 4856699.638600381, -9235958.16415528 4856699.638600381, -9235958.16415528 4856714.638600381, -9235948.16415528 4856714.638600381, -9235948.16415528 4856699.638600381, -9235958.16415528 4856699.638600381, -9235933.16415528 4856699.638600381, -9235933.16415528 4856729.638600381))",44000,2,0,0
79,"POLYGON ((-9235956.805734463 4857202.072004191, -9235976.805734463 4857222.072004191, -9235996.805734463 4857202.072004191, -9235956.805734463 4857202.072004191, -9235996.805734463 4857202.072004191, -9235996.805734463 4857172.072004191, -9235981.805734463 4857172.072004191, -9235981.805734463 4857187.072004191, -9235971.805734463 4857187.072004191, -9235971.805734463 4857172.072004191, -9235981.805734463 4857172.072004191, -9235956.805734463 4857172.072004191, -9235956.805734463 4857202.072004191))",155000,3,1,1
80,"POLYGON ((-9235950.944813782 4857049.687722843, -9235970.944813782 4857069.687722843, -9235990.944813782 4857049.687722843, -9235950.944813782 4857049.687722843, -9235990.944813782 4857049.687722843, -9235990.944813782 4857019.687722843, -9235975.944813782 4857019.687722843, -9235975.944813782 4857034.687722843, -9235965.944813782 4857034.687722843, -9235965.944813782 4857019.687722843, -9235975.944813782 4857019.687722843, -9235950.944813782 4857019.687722843, -9235950.944813782 4857049.687722843))",161000,1,1,0
81,"POLYGON ((-9235978.56323889 4857105.475313053, -9235998.56323889 4857125.475313053, -9236018.56323889 4857105.475313053, -9235978.56323889 4857105.475313053, -9236018.56323889 4857105.475313053, -9236018.56323889 4857075.475313053, -9236003.56323889 4857075.475313053, -9236003.56323889 4857090.475313053, -9235993.56323889 4857090.475313053, -9235993.56323889 4857075.475313053, -9236003.56323889 4857075.475313053, -9235978.56323889 4857075.475313053, -9235978.56323889 4857105.475313053))",25000,1,2,1
82,"POLYGON ((-9235783.81157507 4856752.960949436, -9235803.81157507 4856772.960949436, -9235823.81157507 4856752.960949436, -9235783.81157507 4856752.960949436, -9235823.81157507 4856752.960949436, -9235823.81157507 4856722.960949436, -9235808.81157507 4856722.960949436, -9235808.81157507 4856737.960949436, -9235798.81157507 4856737.960949436, -9235798.81157507 4856722.960949436, -9235808.81157507 4856722.960949436, -9235783.81157507 4856722.960949436, -9235783.81157507 4856752.960949436))",41000,1,1,0
83,"POLYGON ((-9235781.052570028 4856807.658369104, -9235801.052570028 4856827.658369104, -9235821.052570028 4856807.658369104, -9235781.052570028 4856807.658369104, -9235821.052570028 4856807.658369104, -9235821.052570028 4856777.658369104, -9235806.052570028 4856777.658369104, -9235806.052570028 4856792.658369104, -9235796.052570028 4856792.658369104, -9235796.052570028 4856777.658369104, -9235806.052570028 4856777.658369104, -9235781.052570028 4856777.658369104, -9235781.052570028 4856807.658369104))",67000,4,2,1
84,"POLYGON ((-9235820.45838348 4856846.276676241, -9235840.45838348 4856866.276676241, -9235860.45838348 4856846.276676241, -9235820.45838348 4856846.276676241, -9235860.45838348 4856846.276676241, -9235860.45838348 4856816.276676241, -9235845.45838348 4856816.276676241, -9235845.45838348 4856831.276676241, -9235835.45838348 4856831.276676241, -9235835.45838348 4856816.276676241, -9235845.45838348 4856816.276676241, -9235820.45838348 4856816.276676241, -9235820.45838348 4856846.276676241))",38000,2,0,1
85,"POLYGON ((-9235834.196880221 4856902.600430238, -9235854.196880221 4856922.600430238, -9235874.196880221 4856902.600430238, -9235834.196880221 4856902.600430238, -9235874.196880221 4856902.600430238, -9235874.196880221 4856872.600430238, -9235859.196880221 4856872.600430238, -9235859.196880221 4856887.600430238, -9235849.196880221 4856887.600430238, -9235849.196880221 4856872.600430238, -9235859.196880221 4856872.600430238, -9235834.196880221 4856872.600430238, -9235834.196880221 4856902.600430238))",25000,3,2,2
86,"POLYGON ((-9235783.469722223 4856969.938042555, -9235803.469722223 4856989.938042555, -9235823.469722223 4856969.938042555, -9235783.469722223 4856969.938042555, -9235823.469722223 4856969.938042555, -9235823.469722223 4856939.938042555, -9235808.469722223 4856939.938042555, -9235808.469722223 4856954.938042555, -9235798.469722223 4856954.938042555, -9235798.469722223 4856939.938042555, -9235808.469722223 4856939.938042555, -9235783.469722223 4856939.938042555, -9235783.469722223 4856969.938042555))",35000,4,3,0
